code,shortName,longName,comment
315,315,BG - Gesundheit und Soziales - SP Gesundheit / Pflege,
322,322,BG - Gesundheit und Soziales - SP Pädagogik / Psychologie und sozialpädagogische Assistenten (SPA) (doppeltqualifizierend),
316,316,BG - Technik - SP Gestaltungstechnik,
317,317,BG - Technik - SP Elektromobilität,
319,319,BG - Berufliche Informatik - SP Informatik,
321,321,BG - Berufliche Informatik - SP Technische Informatik,
323,323,BG - Gesundheit und Soziales - SP Sozialpädagogik,
325,325,BG - Technik - SP Biologietechnik,
326,326,BG - Technik - SP Chemietechnik,
327,327,BG - Technik - SP Gestaltungs- und Medientechnik,
329,329,BG - Technik - SP Informationstechnik,
330,330,BG - Technik - SP Luftfahrttechnik,
331,331,BG - Technik - SP Mechatronik,
333,333,BG - Technik - SP Metalltechnik/Maschinenbau,
334,334,BG - Technik - SP Physiktechnik,
335,335,BG - Technik - SP Technik und Management,
337,337,BG - Technik - SP Umwelttechnik,
338,338,BG - Wirtschaft - SP-Fach Betriebswirtschaftslehre mit Rechnungswesen und Controlling,
318,318,FOS - Mischklassen,
320,320,"FOS - Agrarwirtschaft, Bio- und Umwelttechnologie",
324,324,FOS - Ernährung und Hauswirtschaft,
328,328,FOS - Gestaltung,
332,332,FOS - Gesundheit und Soziales,
336,336,FOS - Technik,
346,346,"FOS - Technik (2 Jahre, Teilzeit)",
340,340,FOS - Wirtschaft und Verwaltung,
342,342,"FOS - Wirtschaft und Verwaltung (2 Jahre, Teilzeit)",
348,348,BOS - Mischklasse,
350,350,"BOS - Agrarwirtschaft, Bio- und Umwelttechnologie",
354,354,BOS - Ernährung und Hauswirtschaft,
358,358,BOS - Gestaltung,
362,362,BOS - Gesundheit und Soziales,
366,366,BOS - Technik,
370,370,BOS - Wirtschaft und Verwaltung,
378,378,FS - Automatisierungstechnik,
380,380,FS - Bautechnik SP Hochbau,
384,384,FS - Bautechnik SP Bauwerkerhaltung,
388,388,FS - Bautechnik SP Tief- und Straßenbau,
393,393,FS - Betriebswirtschaft SP Controlling,
394,394,FS - Betriebswirtschaft SP Handelsmanagement,
398,398,"FS - Betriebswirtschaft SP Handelsmanagement (3 Jahre, Teilzeit)",
395,395,FS - Betriebswirtschaft SP Informationsverarbeitung und Informationsmanagement,
397,397,FS - Betriebswirtschaft SP Personalwesen,
404,404,FS - Chemietechnik,
409,409,FS - Druck- und Medientechnik,
410,410,FS - Elektromobilität,
411,411,"FS - Elektromobilität (3 Jahre, Teilzeit)",
412,412,FS - Elektrotechnik SP Datenverarbeitungstechnik,
416,416,FS - Elektrotechnik SP Energietechnik u. Prozessautomat.,
417,417,"FS - Elektrotechnik SP Energietechnik u. Prozessautomat. (4 Jahre, Teilzeit)",
420,420,FS - Elektrotechnik SP Industrieelektronik,
428,428,FS - Farb- und Lacktechnik,
430,430,FS - Gartenbau (einjährig),
432,432,FS - Gebäudesystemtechnik,
436,436,FS - Handwerkliches Gestalten,
444,444,FS - Hauswirtschaft AG Wirtschafter/-in,
448,448,FS - Hauswirtschaft AG Hauswirtschaftliche/r Betriebsleiter/-in,
457,457,FS - Heilerziehungspflege (FSVO 2021 § 10 Absatz 1 Nr. 2 / 2 Jahre Vollzeit),ab 01.08.2021 Regelweiterbildung für SPA
458,458,FS - Heilerziehungspflege (FSVO 2021 § 10 Absatz 1 Nr. 2 i. V. m. Absatz 4 / Teilzeit),ab 01.08.2021 Regelweiterbildung für SPA
459,459,FS - Heilerziehungspflege (FSVO 2021 § 10 Absatz 1 Nr. 3 / 3 Jahre Vollzeit),
460,460,FS - Heilerziehungspflege (FSVO 2021 § 10 Absatz 1 Nr. 3 i. V. m. Absatz 4 / Teilzeit),
461,461,FS - Heilerziehungspflege (PiA 3 Jahre Vollzeit),
452,452,FS - Heilpädagogik (Vollzeit),
455,455,"FS - Heilpädagogik (> 1,5 Jahre, Teilzeit)",
456,456,FS - Holztechnik,
464,464,FS - Hotel- und Gaststättengewerbe AG Hotel- u. GaststBW,
468,468,FS - Hotel- und Gaststättengewerbe AG Gastronom (einjährig),
470,470,FS - Informatik,
471,471,FS - Informationstechnik,
481,481,FS - Internationale Wirtschaft,
483,483,FS - KFZ - Technik SP Konstruktionstechnik,
482,482,FS - KFZ - Technik SP Systemtechnik,
484,484,FS - Landwirtschaft SP allgemeine Landwirtschaft (1 Jahr),
488,488,FS - Landwirtschaft SP allgemeine Landwirtschaft (2 Jahre),
485,485,FS - Landwirtschaft SP ökologischer Landbau (1 Jahr),
487,487,FS - Landwirtschaft SP ökologischer Landbau (2 Jahre),
486,486,FS - Ländliche Hauswirtschaft AG Wirtschafter/-in (1 Jahr),
490,490,FS - Ländliche Hauswirtschaft (Landfrauenschule),
496,496,FS - Lebensmitteltechnik SP Prod.- u. Betriebsmanagement,
492,492,FS - Lebensmitteltechnik SP Prozess- und Fleischereitechnik,
498,498,FS - Lebensmitteltechnik SP Systemgastronomie,
499,499,FS - Logistik,
497,497,"FS - Logistik (3 Jahre, Teilzeit)",
501,501,FS - Marketing,
500,500,FS - Mechatronik SP Automatisierungstechnik,
505,505,FS - Mechatronik SP Betriebstechnik,
515,515,"FS - Mechatronik SP Betriebstechnik (3 Jahre, Teilzeit)",
506,506,FS - Mechatronik SP Mikrotechnologien,
502,502,FS - Maschinentechnik,
503,503,"FS - Maschinentechnik (4 Jahre, Teilzeit)",
504,504,FS - Medizintechnik,
510,510,FS - Motopädagogik,
512,512,"FS - Nautik Nautische Wachoffizierin oder Nautischer Wachoffizier NWO, Erste Offizierin oder Erster Offizier NEO, Kapitänin oder Kapitän NK … §2 Abs.1 Nr. 1. FSVO-Seeschifffahrt",
513,513,FS - Nautik Nautische Wachoffizierin oder Nautischer Wachoffizier in der küstennahen Fahrt NWO 500 und Kapitänin oder Kapitän in der küstennahen Fahrt NK 500 …§ 2 Abs. 1 Nr. 2 FSVO Seeschifffahrt ,
514,514,"FS - Nautik Nautische Wachoffizierin oder Nautischer Wachoffizier BGW, Kapitänin oder Kapitän BG …§2 Abs.1 Nr. 3. FSVO-Seeschifffahrt",
520,520,"FS - Nautik Nautische Wachoffizierin oder Nautischer Wachoffizier BKW, Kapitänin oder Kapitän BK …§2 Abs.1 Nr. 4 FSVO-Seeschifffahrt",
524,524,FS - Nautik Kapitänin oder Kapitän BKü …§2 Abs.1 Nr. 5. FSVO-Seeschifffahrt,
525,525,FS - Nautik Kapitänin oder Kapitän NK 100 nach § 29 Absatz 3 Satz 1 See-BV,
528,528,FS - Raumgestaltung und Innenausbau,
531,531,FS - Schiffsbetriebstechnik Elektrotechnische Schiffsoffizierin oder Elektrotechnischer Schiffsoffizier ETO …§2 Abs.1 Nr. 8. FSVO-Seeschifffahrt,
532,532,"FS - Schiffsbetriebstechnik Technische Wachoffizierin oder Technischer Wachoffizier TWO, Zweite technische Schiffsoffizierin oder Zweiter technischer Schiffsoffizier TZO, Leiterin oder Leiter der Maschinenanlage TLM …§2 Abs.1 Nr. 6. FSVO-Seeschifffahrt",
536,536,FS - Schiffsbetriebstechnik Schiffsmaschinistin oder Schiffsmaschinist TSM …§2 Abs.1 Nr. 7. FSVO-Seeschifffahrt,
543,543,FS - Sozialpädagogik (FSVO 2021 § 10 Absatz 1 Nr. 2 / 2 Jahre Vollzeit),ab 01.08.2021 Regelweiterbildung für SPA
544,544,FS - Sozialpädagogik (FSVO 2021 § 10 Absatz 1 Nr. 2 i. V. m. Absatz 4 / Teilzeit),ab 01.08.2021 Regelweiterbildung für SPA
546,546,FS - Sozialpädagogik (FSVO 2021 § 10 Absatz 1 Nr. 3 / 3 Jahre Vollzeit),
547,547,FS - Sozialpädagogik (FSVO 2021 § 10 Absatz 1 Nr. 3 i. V. m. Absatz 4 / Teilzeit),
540,540,FS - Sozialpädagogik (PiA 3 Jahre Vollzeit),
548,548,FS - Sozialpädagogik - Aufbau- und Anpassungsbildungsgänge,
551,551,FS - Technische Betriebswirtschaft,
549,549,FS - Tourismus,
550,550,FS - Umweltschutztechnik,
560,560,FS - Vermessungstechnik,
586,586,FS - Windenergietechnik,
587,587,FS - Wirtschaftsinformatik (2 Jahre),
588,588,"FS - Wirtschaftsinformatik (3 Jahre, Teilzeit)",
589,589,"FS - Wirtschaftsinformatik (4 Jahre, Teilzeit)",
590,590,FS - Aufbau- und Ergänzungsangebote - Sozialmanagement (Teilzeit) (FSVO 2022 Anlage 3),
591,591,FS - Aufbau- und Ergänzungsangebote - Sozialmanagement (Vollzeit) (FSVO 2022 Anlage 3),
592,592,FS - Aufbau- und Ergänzungsangebote - Wirtschaftstechniker (Teilzeit) (FSVO 2022 Anlage 3),
593,593,FS - Aufbau- und Ergänzungsangebote - Wirtschaftstechniker (Vollzeit) (FSVO 2022 Anlage 3),
594,594,FS - Aufbau- und Ergänzungsangebote - Systeminformatiker (Teilzeit) (FSVO 2022 Anlage 3),
595,595,FS - Aufbau- und Ergänzungsangebote - Systeminformatiker (Vollzeit) (FSVO 2022 Anlage 3),
901,901,BS - Zusatzunterricht Erster allgemeinbildender Schulabschluss,Nur Lehrerdatensatz
900,900,BS - Zusatzunterricht Fachhochschulreife,Nur Lehrerdatensatz
903,903,BS - Zusatzunterricht Mittlerer Schulabschluss (AVSH),Nur Lehrerdatensatz
902,902,BFS - Zusatzunterricht Fachhochschulreife,Nur Lehrerdatensatz
906,906,FS - Zusatzunterricht Fachhochschulreife,Nur Lehrerdatensatz
909,909,FOS - Zusatzunterricht Hochschulreife (2. Fremdsprache),Nur Lehrerdatensatz
910,910,BOS - Zusatzunterricht Hochschulreife (2. Fremdsprache),Nur Lehrerdatensatz
